image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter
12751_low,12752,84,68,data\corrupted\blur_15x15_s5\images\84\12752.png,low,12751,15x15_s5
12786,12787,84,68,data\splits\pilot_100id\images\84\12787.png,high,12786,original
12786_low,12787,84,68,data\corrupted\blur_15x15_s5\images\84\12787.png,low,12786,15x15_s5
12770,12771,84,68,data\splits\pilot_100id\images\84\12771.png,high,12770,original
12770_low,12771,84,68,data\corrupted\blur_15x15_s5\images\84\12771.png,low,12770,15x15_s5
12732,12733,84,68,data\splits\pilot_100id\images\84\12733.png,high,12732,original
12732_low,12733,84,68,data\corrupted\blur_15x15_s5\images\84\12733.png,low,12732,15x15_s5
12722,12723,84,68,data\splits\pilot_100id\images\84\12723.png,high,12722,original
12722_low,12723,84,68,data\corrupted\blur_15x15_s5\images\84\12723.png,low,12722,15x15_s5
12708,12709,84,68,data\splits\pilot_100id\images\84\12709.png,high,12708,original
12708_low,12709,84,68,data\corrupted\blur_15x15_s5\images\84\12709.png,low,12708,15x15_s5
12696,12697,84,68,data\splits\pilot_100id\images\84\12697.png,high,12696,original
12696_low,12697,84,68,data\corrupted\blur_15x15_s5\images\84\12697.png,low,12696,15x15_s5
12690,12691,84,68,data\splits\pilot_100id\images\84\12691.png,high,12690,original
12690_low,12691,84,68,data\corrupted\blur_15x15_s5\images\84\12691.png,low,12690,15x15_s5
12821,12822,84,68,data\splits\pilot_100id\images\84\12822.png,high,12821,original
12821_low,12822,84,68,data\corrupted\blur_15x15_s5\images\84\12822.png,low,12821,15x15_s5
12763,12764,84,68,data\splits\pilot_100id\images\84\12764.png,high,12763,original
12763_low,12764,84,68,data\corrupted\blur_15x15_s5\images\84\12764.png,low,12763,15x15_s5
12734,12735,84,68,data\splits\pilot_100id\images\84\12735.png,high,12734,original
12734_low,12735,84,68,data\corrupted\blur_15x15_s5\images\84\12735.png,low,12734,15x15_s5
13144,13145,85,69,data\splits\pilot_100id\images\85\13145.png,high,13144,original
13144_low,13145,85,69,data\corrupted\blur_15x15_s5\images\85\13145.png,low,13144,15x15_s5
12865,12866,85,69,data\splits\pilot_100id\images\85\12866.png,high,12865,original
12865_low,12866,85,69,data\corrupted\blur_15x15_s5\images\85\12866.png,low,12865,15x15_s5
12913,12914,85,69,data\splits\pilot_100id\images\85\12914.png,high,12913,original
12913_low,12914,85,69,data\corrupted\blur_15x15_s5\images\85\12914.png,low,12913,15x15_s5
12916,12917,85,69,data\splits\pilot_100id\images\85\12917.png,high,12916,original
12916_low,12917,85,69,data\corrupted\blur_15x15_s5\images\85\12917.png,low,12916,15x15_s5
12881,12882,85,69,data\splits\pilot_100id\images\85\12882.png,high,12881,original
12881_low,12882,85,69,data\corrupted\blur_15x15_s5\images\85\12882.png,low,12881,15x15_s5
12919,12920,85,69,data\splits\pilot_100id\images\85\12920.png,high,12919,original
12919_low,12920,85,69,data\corrupted\blur_15x15_s5\images\85\12920.png,low,12919,15x15_s5
12948,12949,85,69,data\splits\pilot_100id\images\85\12949.png,high,12948,original
12948_low,12949,85,69,data\corrupted\blur_15x15_s5\images\85\12949.png,low,12948,15x15_s5
13040,13041,85,69,data\splits\pilot_100id\images\85\13041.png,high,13040,original
13040_low,13041,85,69,data\corrupted\blur_15x15_s5\images\85\13041.png,low,13040,15x15_s5
13100,13101,85,69,data\splits\pilot_100id\images\85\13101.png,high,13100,original
13100_low,13101,85,69,data\corrupted\blur_15x15_s5\images\85\13101.png,low,13100,15x15_s5
12902,12903,85,69,data\splits\pilot_100id\images\85\12903.png,high,12902,original
12902_low,12903,85,69,data\corrupted\blur_15x15_s5\images\85\12903.png,low,12902,15x15_s5
12931,12932,85,69,data\splits\pilot_100id\images\85\12932.png,high,12931,original
12931_low,12932,85,69,data\corrupted\blur_15x15_s5\images\85\12932.png,low,12931,15x15_s5
13019,13020,85,69,data\splits\pilot_100id\images\85\13020.png,high,13019,original
13019_low,13020,85,69,data\corrupted\blur_15x15_s5\images\85\13020.png,low,13019,15x15_s5
13150,13151,85,69,data\splits\pilot_100id\images\85\13151.png,high,13150,original
13150_low,13151,85,69,data\corrupted\blur_15x15_s5\images\85\13151.png,low,13150,15x15_s5
13161,13162,85,69,data\splits\pilot_100id\images\85\13162.png,high,13161,original
13161_low,13162,85,69,data\corrupted\blur_15x15_s5\images\85\13162.png,low,13161,15x15_s5
13140,13141,85,69,data\splits\pilot_100id\images\85\13141.png,high,13140,original
13140_low,13141,85,69,data\corrupted\blur_15x15_s5\images\85\13141.png,low,13140,15x15_s5
13145,13146,85,69,data\splits\pilot_100id\images\85\13146.png,high,13145,original
13145_low,13146,85,69,data\corrupted\blur_15x15_s5\images\85\13146.png,low,13145,15x15_s5
12861,12862,85,69,data\splits\pilot_100id\images\85\12862.png,high,12861,original
12861_low,12862,85,69,data\corrupted\blur_15x15_s5\images\85\12862.png,low,12861,15x15_s5
13011,13012,85,69,data\splits\pilot_100id\images\85\13012.png,high,13011,original
13011_low,13012,85,69,data\corrupted\blur_15x15_s5\images\85\13012.png,low,13011,15x15_s5
13020,13021,85,69,data\splits\pilot_100id\images\85\13021.png,high,13020,original
13020_low,13021,85,69,data\corrupted\blur_15x15_s5\images\85\13021.png,low,13020,15x15_s5
13024,13025,85,69,data\splits\pilot_100id\images\85\13025.png,high,13024,original
13024_low,13025,85,69,data\corrupted\blur_15x15_s5\images\85\13025.png,low,13024,15x15_s5
12929,12930,85,69,data\splits\pilot_100id\images\85\12930.png,high,12929,original
12929_low,12930,85,69,data\corrupted\blur_15x15_s5\images\85\12930.png,low,12929,15x15_s5
12960,12961,85,69,data\splits\pilot_100id\images\85\12961.png,high,12960,original
12960_low,12961,85,69,data\corrupted\blur_15x15_s5\images\85\12961.png,low,12960,15x15_s5
12993,12994,85,69,data\splits\pilot_100id\images\85\12994.png,high,12993,original
12993_low,12994,85,69,data\corrupted\blur_15x15_s5\images\85\12994.png,low,12993,15x15_s5
13062,13063,85,69,data\splits\pilot_100id\images\85\13063.png,high,13062,original
13062_low,13063,85,69,data\corrupted\blur_15x15_s5\images\85\13063.png,low,13062,15x15_s5
12932,12933,85,69,data\splits\pilot_100id\images\85\12933.png,high,12932,original
12932_low,12933,85,69,data\corrupted\blur_15x15_s5\images\85\12933.png,low,12932,15x15_s5
13454,13455,86,70,data\splits\pilot_100id\images\86\13455.png,high,13454,original
13454_low,13455,86,70,data\corrupted\blur_15x15_s5\images\86\13455.png,low,13454,15x15_s5
13173,13174,86,70,data\splits\pilot_100id\images\86\13174.png,high,13173,original
13173_low,13174,86,70,data\corrupted\blur_15x15_s5\images\86\13174.png,low,13173,15x15_s5
13221,13222,86,70,data\splits\pilot_100id\images\86\13222.png,high,13221,original
13221_low,13222,86,70,data\corrupted\blur_15x15_s5\images\86\13222.png,low,13221,15x15_s5
13224,13225,86,70,data\splits\pilot_100id\images\86\13225.png,high,13224,original
13224_low,13225,86,70,data\corrupted\blur_15x15_s5\images\86\13225.png,low,13224,15x15_s5
13189,13190,86,70,data\splits\pilot_100id\images\86\13190.png,high,13189,original
13189_low,13190,86,70,data\corrupted\blur_15x15_s5\images\86\13190.png,low,13189,15x15_s5
13227,13228,86,70,data\splits\pilot_100id\images\86\13228.png,high,13227,original
13227_low,13228,86,70,data\corrupted\blur_15x15_s5\images\86\13228.png,low,13227,15x15_s5
13256,13257,86,70,data\splits\pilot_100id\images\86\13257.png,high,13256,original
13256_low,13257,86,70,data\corrupted\blur_15x15_s5\images\86\13257.png,low,13256,15x15_s5
13348,13349,86,70,data\splits\pilot_100id\images\86\13349.png,high,13348,original
13348_low,13349,86,70,data\corrupted\blur_15x15_s5\images\86\13349.png,low,13348,15x15_s5
13408,13409,86,70,data\splits\pilot_100id\images\86\13409.png,high,13408,original
13408_low,13409,86,70,data\corrupted\blur_15x15_s5\images\86\13409.png,low,13408,15x15_s5
13210,13211,86,70,data\splits\pilot_100id\images\86\13211.png,high,13210,original
13210_low,13211,86,70,data\corrupted\blur_15x15_s5\images\86\13211.png,low,13210,15x15_s5
13239,13240,86,70,data\splits\pilot_100id\images\86\13240.png,high,13239,original
13239_low,13240,86,70,data\corrupted\blur_15x15_s5\images\86\13240.png,low,13239,15x15_s5
13327,13328,86,70,data\splits\pilot_100id\images\86\13328.png,high,13327,original
13327_low,13328,86,70,data\corrupted\blur_15x15_s5\images\86\13328.png,low,13327,15x15_s5
13461,13462,86,70,data\splits\pilot_100id\images\86\13462.png,high,13461,original
13461_low,13462,86,70,data\corrupted\blur_15x15_s5\images\86\13462.png,low,13461,15x15_s5
13472,13473,86,70,data\splits\pilot_100id\images\86\13473.png,high,13472,original
13472_low,13473,86,70,data\corrupted\blur_15x15_s5\images\86\13473.png,low,13472,15x15_s5
13450,13451,86,70,data\splits\pilot_100id\images\86\13451.png,high,13450,original
13450_low,13451,86,70,data\corrupted\blur_15x15_s5\images\86\13451.png,low,13450,15x15_s5
13455,13456,86,70,data\splits\pilot_100id\images\86\13456.png,high,13455,original
13455_low,13456,86,70,data\corrupted\blur_15x15_s5\images\86\13456.png,low,13455,15x15_s5
13169,13170,86,70,data\splits\pilot_100id\images\86\13170.png,high,13169,original
13169_low,13170,86,70,data\corrupted\blur_15x15_s5\images\86\13170.png,low,13169,15x15_s5
13319,13320,86,70,data\splits\pilot_100id\images\86\13320.png,high,13319,original
13319_low,13320,86,70,data\corrupted\blur_15x15_s5\images\86\13320.png,low,13319,15x15_s5
13328,13329,86,70,data\splits\pilot_100id\images\86\13329.png,high,13328,original
13328_low,13329,86,70,data\corrupted\blur_15x15_s5\images\86\13329.png,low,13328,15x15_s5
13332,13333,86,70,data\splits\pilot_100id\images\86\13333.png,high,13332,original
13332_low,13333,86,70,data\corrupted\blur_15x15_s5\images\86\13333.png,low,13332,15x15_s5
13237,13238,86,70,data\splits\pilot_100id\images\86\13238.png,high,13237,original
13237_low,13238,86,70,data\corrupted\blur_15x15_s5\images\86\13238.png,low,13237,15x15_s5
13268,13269,86,70,data\splits\pilot_100id\images\86\13269.png,high,13268,original
13268_low,13269,86,70,data\corrupted\blur_15x15_s5\images\86\13269.png,low,13268,15x15_s5
13301,13302,86,70,data\splits\pilot_100id\images\86\13302.png,high,13301,original
13301_low,13302,86,70,data\corrupted\blur_15x15_s5\images\86\13302.png,low,13301,15x15_s5
13370,13371,86,70,data\splits\pilot_100id\images\86\13371.png,high,13370,original
13370_low,13371,86,70,data\corrupted\blur_15x15_s5\images\86\13371.png,low,13370,15x15_s5
13240,13241,86,70,data\splits\pilot_100id\images\86\13241.png,high,13240,original
13240_low,13241,86,70,data\corrupted\blur_15x15_s5\images\86\13241.png,low,13240,15x15_s5
13479,13480,87,71,data\splits\pilot_100id\images\87\13480.png,high,13479,original
13479_low,13480,87,71,data\corrupted\blur_15x15_s5\images\87\13480.png,low,13479,15x15_s5
13538,13539,87,71,data\splits\pilot_100id\images\87\13539.png,high,13538,original
13538_low,13539,87,71,data\corrupted\blur_15x15_s5\images\87\13539.png,low,13538,15x15_s5
13493,13494,87,71,data\splits\pilot_100id\images\87\13494.png,high,13493,original
13493_low,13494,87,71,data\corrupted\blur_15x15_s5\images\87\13494.png,low,13493,15x15_s5
13475,13476,87,71,data\splits\pilot_100id\images\87\13476.png,high,13475,original
13475_low,13476,87,71,data\corrupted\blur_15x15_s5\images\87\13476.png,low,13475,15x15_s5
13503,13504,87,71,data\splits\pilot_100id\images\87\13504.png,high,13503,original
13503_low,13504,87,71,data\corrupted\blur_15x15_s5\images\87\13504.png,low,13503,15x15_s5
13547,13548,87,71,data\splits\pilot_100id\images\87\13548.png,high,13547,original
13547_low,13548,87,71,data\corrupted\blur_15x15_s5\images\87\13548.png,low,13547,15x15_s5
13485,13486,87,71,data\splits\pilot_100id\images\87\13486.png,high,13485,original
13485_low,13486,87,71,data\corrupted\blur_15x15_s5\images\87\13486.png,low,13485,15x15_s5
13509,13510,87,71,data\splits\pilot_100id\images\87\13510.png,high,13509,original
13509_low,13510,87,71,data\corrupted\blur_15x15_s5\images\87\13510.png,low,13509,15x15_s5
13487,13488,87,71,data\splits\pilot_100id\images\87\13488.png,high,13487,original
13487_low,13488,87,71,data\corrupted\blur_15x15_s5\images\87\13488.png,low,13487,15x15_s5
13530,13531,87,71,data\splits\pilot_100id\images\87\13531.png,high,13530,original
13530_low,13531,87,71,data\corrupted\blur_15x15_s5\images\87\13531.png,low,13530,15x15_s5
13540,13541,87,71,data\splits\pilot_100id\images\87\13541.png,high,13540,original
13540_low,13541,87,71,data\corrupted\blur_15x15_s5\images\87\13541.png,low,13540,15x15_s5
13506,13507,87,71,data\splits\pilot_100id\images\87\13507.png,high,13506,original
13506_low,13507,87,71,data\corrupted\blur_15x15_s5\images\87\13507.png,low,13506,15x15_s5
13484,13485,87,71,data\splits\pilot_100id\images\87\13485.png,high,13484,original
13484_low,13485,87,71,data\corrupted\blur_15x15_s5\images\87\13485.png,low,13484,15x15_s5
13520,13521,87,71,data\splits\pilot_100id\images\87\13521.png,high,13520,original
13520_low,13521,87,71,data\corrupted\blur_15x15_s5\images\87\13521.png,low,13520,15x15_s5
13480,13481,87,71,data\splits\pilot_100id\images\87\13481.png,high,13480,original
13480_low,13481,87,71,data\corrupted\blur_15x15_s5\images\87\13481.png,low,13480,15x15_s5
13497,13498,87,71,data\splits\pilot_100id\images\87\13498.png,high,13497,original
13497_low,13498,87,71,data\corrupted\blur_15x15_s5\images\87\13498.png,low,13497,15x15_s5
13532,13533,87,71,data\splits\pilot_100id\images\87\13533.png,high,13532,original
13532_low,13533,87,71,data\corrupted\blur_15x15_s5\images\87\13533.png,low,13532,15x15_s5
13525,13526,87,71,data\splits\pilot_100id\images\87\13526.png,high,13525,original
13525_low,13526,87,71,data\corrupted\blur_15x15_s5\images\87\13526.png,low,13525,15x15_s5
13508,13509,87,71,data\splits\pilot_100id\images\87\13509.png,high,13508,original
13508_low,13509,87,71,data\corrupted\blur_15x15_s5\images\87\13509.png,low,13508,15x15_s5
13514,13515,87,71,data\splits\pilot_100id\images\87\13515.png,high,13514,original
13514_low,13515,87,71,data\corrupted\blur_15x15_s5\images\87\13515.png,low,13514,15x15_s5
13545,13546,87,71,data\splits\pilot_100id\images\87\13546.png,high,13545,original
13545_low,13546,87,71,data\corrupted\blur_15x15_s5\images\87\13546.png,low,13545,15x15_s5
13491,13492,87,71,data\splits\pilot_100id\images\87\13492.png,high,13491,original
13491_low,13492,87,71,data\corrupted\blur_15x15_s5\images\87\13492.png,low,13491,15x15_s5
13510,13511,87,71,data\splits\pilot_100id\images\87\13511.png,high,13510,original
13510_low,13511,87,71,data\corrupted\blur_15x15_s5\images\87\13511.png,low,13510,15x15_s5
13519,13520,87,71,data\splits\pilot_100id\images\87\13520.png,high,13519,original
13519_low,13520,87,71,data\corrupted\blur_15x15_s5\images\87\13520.png,low,13519,15x15_s5
13536,13537,87,71,data\splits\pilot_100id\images\87\13537.png,high,13536,original
13536_low,13537,87,71,data\corrupted\blur_15x15_s5\images\87\13537.png,low,13536,15x15_s5
13621,13622,88,72,data\splits\pilot_100id\images\88\13622.png,high,13621,original
13621_low,13622,88,72,data\corrupted\blur_15x15_s5\images\88\13622.png,low,13621,15x15_s5
13825,13826,88,72,data\splits\pilot_100id\images\88\13826.png,high,13825,original
13825_low,13826,88,72,data\corrupted\blur_15x15_s5\images\88\13826.png,low,13825,15x15_s5
13573,13574,88,72,data\splits\pilot_100id\images\88\13574.png,high,13573,original
13573_low,13574,88,72,data\corrupted\blur_15x15_s5\images\88\13574.png,low,13573,15x15_s5
13804,13805,88,72,data\splits\pilot_100id\images\88\13805.png,high,13804,original
13804_low,13805,88,72,data\corrupted\blur_15x15_s5\images\88\13805.png,low,13804,15x15_s5
13557,13558,88,72,data\splits\pilot_100id\images\88\13558.png,high,13557,original
13557_low,13558,88,72,data\corrupted\blur_15x15_s5\images\88\13558.png,low,13557,15x15_s5
13649,13650,88,72,data\splits\pilot_100id\images\88\13650.png,high,13649,original
13649_low,13650,88,72,data\corrupted\blur_15x15_s5\images\88\13650.png,low,13649,15x15_s5
13724,13725,88,72,data\splits\pilot_100id\images\88\13725.png,high,13724,original
13724_low,13725,88,72,data\corrupted\blur_15x15_s5\images\88\13725.png,low,13724,15x15_s5
13734,13735,88,72,data\splits\pilot_100id\images\88\13735.png,high,13734,original
13734_low,13735,88,72,data\corrupted\blur_15x15_s5\images\88\13735.png,low,13734,15x15_s5
13611,13612,88,72,data\splits\pilot_100id\images\88\13612.png,high,13611,original
13611_low,13612,88,72,data\corrupted\blur_15x15_s5\images\88\13612.png,low,13611,15x15_s5
13664,13665,88,72,data\splits\pilot_100id\images\88\13665.png,high,13664,original
13664_low,13665,88,72,data\corrupted\blur_15x15_s5\images\88\13665.png,low,13664,15x15_s5
13788,13789,88,72,data\splits\pilot_100id\images\88\13789.png,high,13788,original
13788_low,13789,88,72,data\corrupted\blur_15x15_s5\images\88\13789.png,low,13788,15x15_s5
13623,13624,88,72,data\splits\pilot_100id\images\88\13624.png,high,13623,original
13623_low,13624,88,72,data\corrupted\blur_15x15_s5\images\88\13624.png,low,13623,15x15_s5
13712,13713,88,72,data\splits\pilot_100id\images\88\13713.png,high,13712,original
13712_low,13713,88,72,data\corrupted\blur_15x15_s5\images\88\13713.png,low,13712,15x15_s5
13721,13722,88,72,data\splits\pilot_100id\images\88\13722.png,high,13721,original
13721_low,13722,88,72,data\corrupted\blur_15x15_s5\images\88\13722.png,low,13721,15x15_s5
13758,13759,88,72,data\splits\pilot_100id\images\88\13759.png,high,13758,original
13758_low,13759,88,72,data\corrupted\blur_15x15_s5\images\88\13759.png,low,13758,15x15_s5
13632,13633,88,72,data\splits\pilot_100id\images\88\13633.png,high,13632,original
13632_low,13633,88,72,data\corrupted\blur_15x15_s5\images\88\13633.png,low,13632,15x15_s5
13733,13734,88,72,data\splits\pilot_100id\images\88\13734.png,high,13733,original
13733_low,13734,88,72,data\corrupted\blur_15x15_s5\images\88\13734.png,low,13733,15x15_s5
13680,13681,88,72,data\splits\pilot_100id\images\88\13681.png,high,13680,original
13680_low,13681,88,72,data\corrupted\blur_15x15_s5\images\88\13681.png,low,13680,15x15_s5
13861,13862,88,72,data\splits\pilot_100id\images\88\13862.png,high,13861,original
13861_low,13862,88,72,data\corrupted\blur_15x15_s5\images\88\13862.png,low,13861,15x15_s5
13785,13786,88,72,data\splits\pilot_100id\images\88\13786.png,high,13785,original
13785_low,13786,88,72,data\corrupted\blur_15x15_s5\images\88\13786.png,low,13785,15x15_s5
13750,13751,88,72,data\splits\pilot_100id\images\88\13751.png,high,13750,original
13750_low,13751,88,72,data\corrupted\blur_15x15_s5\images\88\13751.png,low,13750,15x15_s5
13725,13726,88,72,data\splits\pilot_100id\images\88\13726.png,high,13725,original
13725_low,13726,88,72,data\corrupted\blur_15x15_s5\images\88\13726.png,low,13725,15x15_s5
13745,13746,88,72,data\splits\pilot_100id\images\88\13746.png,high,13745,original
13745_low,13746,88,72,data\corrupted\blur_15x15_s5\images\88\13746.png,low,13745,15x15_s5
13656,13657,88,72,data\splits\pilot_100id\images\88\13657.png,high,13656,original
13656_low,13657,88,72,data\corrupted\blur_15x15_s5\images\88\13657.png,low,13656,15x15_s5
13590,13591,88,72,data\splits\pilot_100id\images\88\13591.png,high,13590,original
13590_low,13591,88,72,data\corrupted\blur_15x15_s5\images\88\13591.png,low,13590,15x15_s5
13928,13929,89,73,data\splits\pilot_100id\images\89\13929.png,high,13928,original
13928_low,13929,89,73,data\corrupted\blur_15x15_s5\images\89\13929.png,low,13928,15x15_s5
13906,13907,89,73,data\splits\pilot_100id\images\89\13907.png,high,13906,original
13906_low,13907,89,73,data\corrupted\blur_15x15_s5\images\89\13907.png,low,13906,15x15_s5
13959,13960,89,73,data\splits\pilot_100id\images\89\13960.png,high,13959,original
13959_low,13960,89,73,data\corrupted\blur_15x15_s5\images\89\13960.png,low,13959,15x15_s5
13884,13885,89,73,data\splits\pilot_100id\images\89\13885.png,high,13884,original
13884_low,13885,89,73,data\corrupted\blur_15x15_s5\images\89\13885.png,low,13884,15x15_s5
13947,13948,89,73,data\splits\pilot_100id\images\89\13948.png,high,13947,original
13947_low,13948,89,73,data\corrupted\blur_15x15_s5\images\89\13948.png,low,13947,15x15_s5
13949,13950,89,73,data\splits\pilot_100id\images\89\13950.png,high,13949,original
13949_low,13950,89,73,data\corrupted\blur_15x15_s5\images\89\13950.png,low,13949,15x15_s5
13930,13931,89,73,data\splits\pilot_100id\images\89\13931.png,high,13930,original
13930_low,13931,89,73,data\corrupted\blur_15x15_s5\images\89\13931.png,low,13930,15x15_s5
13908,13909,89,73,data\splits\pilot_100id\images\89\13909.png,high,13908,original
13908_low,13909,89,73,data\corrupted\blur_15x15_s5\images\89\13909.png,low,13908,15x15_s5
13876,13877,89,73,data\splits\pilot_100id\images\89\13877.png,high,13876,original
13876_low,13877,89,73,data\corrupted\blur_15x15_s5\images\89\13877.png,low,13876,15x15_s5
13866,13867,89,73,data\splits\pilot_100id\images\89\13867.png,high,13866,original
13866_low,13867,89,73,data\corrupted\blur_15x15_s5\images\89\13867.png,low,13866,15x15_s5
13897,13898,89,73,data\splits\pilot_100id\images\89\13898.png,high,13897,original
13897_low,13898,89,73,data\corrupted\blur_15x15_s5\images\89\13898.png,low,13897,15x15_s5
13941,13942,89,73,data\splits\pilot_100id\images\89\13942.png,high,13941,original
13941_low,13942,89,73,data\corrupted\blur_15x15_s5\images\89\13942.png,low,13941,15x15_s5
13913,13914,89,73,data\splits\pilot_100id\images\89\13914.png,high,13913,original
13913_low,13914,89,73,data\corrupted\blur_15x15_s5\images\89\13914.png,low,13913,15x15_s5
13892,13893,89,73,data\splits\pilot_100id\images\89\13893.png,high,13892,original
13892_low,13893,89,73,data\corrupted\blur_15x15_s5\images\89\13893.png,low,13892,15x15_s5
13910,13911,89,73,data\splits\pilot_100id\images\89\13911.png,high,13910,original
13910_low,13911,89,73,data\corrupted\blur_15x15_s5\images\89\13911.png,low,13910,15x15_s5
13870,13871,89,73,data\splits\pilot_100id\images\89\13871.png,high,13870,original
13870_low,13871,89,73,data\corrupted\blur_15x15_s5\images\89\13871.png,low,13870,15x15_s5
13888,13889,89,73,data\splits\pilot_100id\images\89\13889.png,high,13888,original
13888_low,13889,89,73,data\corrupted\blur_15x15_s5\images\89\13889.png,low,13888,15x15_s5
13878,13879,89,73,data\splits\pilot_100id\images\89\13879.png,high,13878,original
13878_low,13879,89,73,data\corrupted\blur_15x15_s5\images\89\13879.png,low,13878,15x15_s5
13955,13956,89,73,data\splits\pilot_100id\images\89\13956.png,high,13955,original
13955_low,13956,89,73,data\corrupted\blur_15x15_s5\images\89\13956.png,low,13955,15x15_s5
13939,13940,89,73,data\splits\pilot_100id\images\89\13940.png,high,13939,original
13939_low,13940,89,73,data\corrupted\blur_15x15_s5\images\89\13940.png,low,13939,15x15_s5
13915,13916,89,73,data\splits\pilot_100id\images\89\13916.png,high,13915,original
13915_low,13916,89,73,data\corrupted\blur_15x15_s5\images\89\13916.png,low,13915,15x15_s5
13936,13937,89,73,data\splits\pilot_100id\images\89\13937.png,high,13936,original
13936_low,13937,89,73,data\corrupted\blur_15x15_s5\images\89\13937.png,low,13936,15x15_s5
13934,13935,89,73,data\splits\pilot_100id\images\89\13935.png,high,13934,original
13934_low,13935,89,73,data\corrupted\blur_15x15_s5\images\89\13935.png,low,13934,15x15_s5
13881,13882,89,73,data\splits\pilot_100id\images\89\13882.png,high,13881,original
13881_low,13882,89,73,data\corrupted\blur_15x15_s5\images\89\13882.png,low,13881,15x15_s5
13905,13906,89,73,data\splits\pilot_100id\images\89\13906.png,high,13905,original
13905_low,13906,89,73,data\corrupted\blur_15x15_s5\images\89\13906.png,low,13905,15x15_s5
14038,14039,90,74,data\splits\pilot_100id\images\90\14039.png,high,14038,original
14038_low,14039,90,74,data\corrupted\blur_15x15_s5\images\90\14039.png,low,14038,15x15_s5
13963,13964,90,74,data\splits\pilot_100id\images\90\13964.png,high,13963,original
13963_low,13964,90,74,data\corrupted\blur_15x15_s5\images\90\13964.png,low,13963,15x15_s5
14033,14034,90,74,data\splits\pilot_100id\images\90\14034.png,high,14033,original
14033_low,14034,90,74,data\corrupted\blur_15x15_s5\images\90\14034.png,low,14033,15x15_s5
13985,13986,90,74,data\splits\pilot_100id\images\90\13986.png,high,13985,original
13985_low,13986,90,74,data\corrupted\blur_15x15_s5\images\90\13986.png,low,13985,15x15_s5
13975,13976,90,74,data\splits\pilot_100id\images\90\13976.png,high,13975,original
13975_low,13976,90,74,data\corrupted\blur_15x15_s5\images\90\13976.png,low,13975,15x15_s5
14019,14020,90,74,data\splits\pilot_100id\images\90\14020.png,high,14019,original
14019_low,14020,90,74,data\corrupted\blur_15x15_s5\images\90\14020.png,low,14019,15x15_s5
13973,13974,90,74,data\splits\pilot_100id\images\90\13974.png,high,13973,original
13973_low,13974,90,74,data\corrupted\blur_15x15_s5\images\90\13974.png,low,13973,15x15_s5
13981,13982,90,74,data\splits\pilot_100id\images\90\13982.png,high,13981,original
13981_low,13982,90,74,data\corrupted\blur_15x15_s5\images\90\13982.png,low,13981,15x15_s5
13967,13968,90,74,data\splits\pilot_100id\images\90\13968.png,high,13967,original
13967_low,13968,90,74,data\corrupted\blur_15x15_s5\images\90\13968.png,low,13967,15x15_s5
14030,14031,90,74,data\splits\pilot_100id\images\90\14031.png,high,14030,original
14030_low,14031,90,74,data\corrupted\blur_15x15_s5\images\90\14031.png,low,14030,15x15_s5
14024,14025,90,74,data\splits\pilot_100id\images\90\14025.png,high,14024,original
14024_low,14025,90,74,data\corrupted\blur_15x15_s5\images\90\14025.png,low,14024,15x15_s5
14027,14028,90,74,data\splits\pilot_100id\images\90\14028.png,high,14027,original
14027_low,14028,90,74,data\corrupted\blur_15x15_s5\images\90\14028.png,low,14027,15x15_s5
14016,14017,90,74,data\splits\pilot_100id\images\90\14017.png,high,14016,original
14016_low,14017,90,74,data\corrupted\blur_15x15_s5\images\90\14017.png,low,14016,15x15_s5
14036,14037,90,74,data\splits\pilot_100id\images\90\14037.png,high,14036,original
14036_low,14037,90,74,data\corrupted\blur_15x15_s5\images\90\14037.png,low,14036,15x15_s5
14025,14026,90,74,data\splits\pilot_100id\images\90\14026.png,high,14025,original
14025_low,14026,90,74,data\corrupted\blur_15x15_s5\images\90\14026.png,low,14025,15x15_s5
14029,14030,90,74,data\splits\pilot_100id\images\90\14030.png,high,14029,original
14029_low,14030,90,74,data\corrupted\blur_15x15_s5\images\90\14030.png,low,14029,15x15_s5
13996,13997,90,74,data\splits\pilot_100id\images\90\13997.png,high,13996,original
13996_low,13997,90,74,data\corrupted\blur_15x15_s5\images\90\13997.png,low,13996,15x15_s5
14041,14042,90,74,data\splits\pilot_100id\images\90\14042.png,high,14041,original
14041_low,14042,90,74,data\corrupted\blur_15x15_s5\images\90\14042.png,low,14041,15x15_s5
14017,14018,90,74,data\splits\pilot_100id\images\90\14018.png,high,14017,original
14017_low,14018,90,74,data\corrupted\blur_15x15_s5\images\90\14018.png,low,14017,15x15_s5
14035,14036,90,74,data\splits\pilot_100id\images\90\14036.png,high,14035,original
14035_low,14036,90,74,data\corrupted\blur_15x15_s5\images\90\14036.png,low,14035,15x15_s5
13974,13975,90,74,data\splits\pilot_100id\images\90\13975.png,high,13974,original
13974_low,13975,90,74,data\corrupted\blur_15x15_s5\images\90\13975.png,low,13974,15x15_s5
13993,13994,90,74,data\splits\pilot_100id\images\90\13994.png,high,13993,original
13993_low,13994,90,74,data\corrupted\blur_15x15_s5\images\90\13994.png,low,13993,15x15_s5
14003,14004,90,74,data\splits\pilot_100id\images\90\14004.png,high,14003,original
14003_low,14004,90,74,data\corrupted\blur_15x15_s5\images\90\14004.png,low,14003,15x15_s5
